simulation_day,patients_treated,total_pfs_available,biomarker_group,group_patients_treated,group_pfs_count,mean_pfs,pfs_sd,lower_boundary,upper_boundary,best_elapsed_pfs,best_ongoing_pfs
388,388,146,Low,123,71,181.3661971830986,47.613095268489715,86.14000664611916,276.592387720078,344.0,245.0
388,388,146,Medium,178,60,190.81666666666666,77.93837019095665,34.93992628475337,346.69340704857996,331.0,368.0
388,388,146,High,87,15,250.2,71.10676077962931,107.98647844074137,392.4135215592586,363.0,375.0
389,389,146,Low,124,71,181.3661971830986,47.613095268489715,86.14000664611916,276.592387720078,344.0,246.0
389,389,146,Medium,178,60,190.81666666666666,77.93837019095665,34.93992628475337,346.69340704857996,331.0,369.0
389,389,146,High,87,15,250.2,71.10676077962931,107.98647844074137,392.4135215592586,363.0,376.0
390,390,149,Low,125,72,182.02777777777777,47.60872574248508,86.81032629280762,277.2452292627479,344.0,247.0
390,390,149,Medium,178,62,191.25806451612902,77.41689049488753,36.424283526353975,346.0918455059041,331.0,370.0
390,390,149,High,87,15,250.2,71.10676077962931,107.98647844074137,392.4135215592586,363.0,377.0
391,391,150,Low,126,72,182.02777777777777,47.60872574248508,86.81032629280762,277.2452292627479,344.0,248.0
391,391,150,Medium,178,62,191.25806451612902,77.41689049488753,36.424283526353975,346.0918455059041,331.0,371.0
391,391,150,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,378.0
392,392,151,Low,127,73,181.83561643835617,47.305453555304375,87.22470932774742,276.44652354896493,344.0,249.0
392,392,151,Medium,178,62,191.25806451612902,77.41689049488753,36.424283526353975,346.0918455059041,331.0,372.0
392,392,151,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,379.0
393,393,151,Low,128,73,181.83561643835617,47.305453555304375,87.22470932774742,276.44652354896493,344.0,250.0
393,393,151,Medium,178,62,191.25806451612902,77.41689049488753,36.424283526353975,346.0918455059041,331.0,373.0
393,393,151,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,380.0
394,394,152,Low,128,74,182.06756756756758,47.02267919191528,88.02220918373702,276.11292595139815,344.0,251.0
394,394,152,Medium,179,62,191.25806451612902,77.41689049488753,36.424283526353975,346.0918455059041,331.0,374.0
394,394,152,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,381.0
395,395,153,Low,129,74,182.06756756756758,47.02267919191528,88.02220918373702,276.11292595139815,344.0,252.0
395,395,153,Medium,179,63,191.984126984127,77.00596794289599,37.972191098335,345.996062869919,331.0,375.0
395,395,153,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,382.0
396,396,154,Low,129,74,182.06756756756758,47.02267919191528,88.02220918373702,276.11292595139815,344.0,253.0
396,396,154,Medium,180,64,194.859375,79.78022732869998,35.29892034260004,354.4198296574,376.0,373.0
396,396,154,High,87,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,383.0
397,397,157,Low,129,75,181.70666666666668,46.808342214832834,88.08998223700101,275.3233510963323,344.0,254.0
397,397,157,Medium,180,66,194.9090909090909,81.0277687012255,32.85355350663991,356.9646283115419,376.0,374.0
397,397,157,High,88,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,384.0
398,398,158,Low,129,76,181.76315789473685,46.49784752611033,88.7674628425162,274.7588529469575,344.0,255.0
398,398,158,Medium,180,66,194.9090909090909,81.0277687012255,32.85355350663991,356.9646283115419,376.0,375.0
398,398,158,High,89,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,385.0
399,399,158,Low,130,76,181.76315789473685,46.49784752611033,88.7674628425162,274.7588529469575,344.0,256.0
399,399,158,Medium,180,66,194.9090909090909,81.0277687012255,32.85355350663991,356.9646283115419,376.0,376.0
399,399,158,High,89,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,386.0
400,400,158,Low,130,76,181.76315789473685,46.49784752611033,88.7674628425162,274.7588529469575,344.0,257.0
400,400,158,Medium,180,66,194.9090909090909,81.0277687012255,32.85355350663991,356.9646283115419,376.0,377.0
400,400,158,High,90,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,387.0
401,401,158,Low,130,76,181.76315789473685,46.49784752611033,88.7674628425162,274.7588529469575,344.0,258.0
401,401,158,Medium,181,66,194.9090909090909,81.0277687012255,32.85355350663991,356.9646283115419,376.0,378.0
401,401,158,High,90,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,388.0
402,402,159,Low,130,76,181.76315789473685,46.49784752611033,88.7674628425162,274.7588529469575,344.0,259.0
402,402,159,Medium,182,67,195.5820895522388,80.60005061539341,34.381988321451985,356.7821907830256,376.0,379.0
402,402,159,High,90,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,389.0
403,403,161,Low,130,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,260.0
403,403,161,Medium,183,68,195.0,80.14017569979511,34.71964860040978,355.28035139959024,376.0,380.0
403,403,161,High,90,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,390.0
404,404,161,Low,130,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,261.0
404,404,161,Medium,184,68,195.0,80.14017569979511,34.71964860040978,355.28035139959024,376.0,381.0
404,404,161,High,90,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,391.0
405,405,162,Low,130,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,262.0
405,405,162,Medium,184,69,195.1304347826087,79.55610544165341,36.01822389930186,354.2426456659155,376.0,382.0
405,405,162,High,91,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,392.0
406,406,163,Low,130,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,263.0
406,406,163,Medium,185,70,194.47142857142856,79.16973536604506,36.13195783933844,352.8108993035187,376.0,383.0
406,406,163,High,91,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,393.0
407,407,163,Low,130,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,264.0
407,407,163,Medium,185,70,194.47142857142856,79.16973536604506,36.13195783933844,352.8108993035187,376.0,384.0
407,407,163,High,92,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,394.0
408,408,164,Low,131,77,181.83116883116884,46.19478285574619,89.44160311967646,274.2207345426612,344.0,265.0
408,408,164,Medium,185,71,193.94366197183098,78.72790162940848,36.48785871301402,351.39946523064793,376.0,385.0
408,408,164,High,92,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,395.0
409,409,165,Low,131,78,182.9102564102564,46.87291076485183,89.16443488055275,276.6560779399601,344.0,252.0
409,409,165,Medium,186,71,193.94366197183098,78.72790162940848,36.48785871301402,351.39946523064793,376.0,386.0
409,409,165,High,92,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,396.0
410,410,166,Low,131,78,182.9102564102564,46.87291076485183,89.16443488055275,276.6560779399601,344.0,253.0
410,410,166,Medium,187,72,196.16666666666666,80.41512015346227,35.33642635974212,356.9969069735912,376.0,387.0
410,410,166,High,92,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,397.0
411,411,167,Low,131,79,182.22784810126583,46.96478477979568,88.29827854167448,276.15741766085716,344.0,254.0
411,411,167,Medium,188,72,196.16666666666666,80.41512015346227,35.33642635974212,356.9969069735912,376.0,388.0
411,411,167,High,92,16,250.1875,68.69567550678379,112.79614898643243,387.5788510135676,363.0,398.0
412,412,168,Low,131,79,182.22784810126583,46.96478477979568,88.29827854167448,276.15741766085716,344.0,255.0
412,412,168,Medium,189,72,196.16666666666666,80.41512015346227,35.33642635974212,356.9969069735912,376.0,389.0
412,412,168,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,399.0
413,413,170,Low,131,80,182.975,47.142653158635895,88.6896936827282,277.2603063172718,344.0,256.0
413,413,170,Medium,190,73,198.82191780821918,83.01478155956347,32.792354689092235,364.85148092734613,390.0,374.0
413,413,170,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,400.0
414,414,170,Low,131,80,182.975,47.142653158635895,88.6896936827282,277.2603063172718,344.0,257.0
414,414,170,Medium,191,73,198.82191780821918,83.01478155956347,32.792354689092235,364.85148092734613,390.0,375.0
414,414,170,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,401.0
415,415,170,Low,132,80,182.975,47.142653158635895,88.6896936827282,277.2603063172718,344.0,258.0
415,415,170,Medium,191,73,198.82191780821918,83.01478155956347,32.792354689092235,364.85148092734613,390.0,376.0
415,415,170,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,402.0
416,416,170,Low,132,80,182.975,47.142653158635895,88.6896936827282,277.2603063172718,344.0,259.0
416,416,170,Medium,192,73,198.82191780821918,83.01478155956347,32.792354689092235,364.85148092734613,390.0,377.0
416,416,170,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,403.0
417,417,172,Low,132,82,184.46341463414635,47.57714855620854,89.30911752172926,279.61771174656343,344.0,243.0
417,417,172,Medium,193,73,198.82191780821918,83.01478155956347,32.792354689092235,364.85148092734613,390.0,378.0
417,417,172,High,92,17,246.41176470588235,68.31183903937279,109.78808662713678,383.0354427846279,363.0,404.0
418,418,175,Low,133,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,244.0
418,418,175,Medium,193,74,199.1081081081081,82.48097623214295,34.1461556438222,364.070060572394,390.0,379.0
418,418,175,High,92,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,405.0
419,419,175,Low,133,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,245.0
419,419,175,Medium,194,74,199.1081081081081,82.48097623214295,34.1461556438222,364.070060572394,390.0,380.0
419,419,175,High,92,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,406.0
420,420,175,Low,133,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,246.0
420,420,175,Medium,195,74,199.1081081081081,82.48097623214295,34.1461556438222,364.070060572394,390.0,381.0
420,420,175,High,92,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,407.0
421,421,175,Low,133,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,247.0
421,421,175,Medium,195,74,199.1081081081081,82.48097623214295,34.1461556438222,364.070060572394,390.0,382.0
421,421,175,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,408.0
422,422,176,Low,133,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,248.0
422,422,176,Medium,196,75,199.73333333333332,82.10052067737143,35.53229197859045,363.9343746880762,390.0,383.0
422,422,176,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,409.0
423,423,176,Low,134,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,249.0
423,423,176,Medium,196,75,199.73333333333332,82.10052067737143,35.53229197859045,363.9343746880762,390.0,384.0
423,423,176,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,410.0
424,424,176,Low,134,83,184.48192771084337,47.28645488668831,89.90901793746674,279.05483748422,344.0,250.0
424,424,176,Medium,197,75,199.73333333333332,82.10052067737143,35.53229197859045,363.9343746880762,390.0,385.0
424,424,176,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,411.0
425,425,177,Low,134,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,251.0
425,425,177,Medium,198,75,199.73333333333332,82.10052067737143,35.53229197859045,363.9343746880762,390.0,386.0
425,425,177,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,412.0
426,426,178,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,252.0
426,426,178,Medium,198,76,201.93421052631578,83.7780139060069,34.37818271430197,369.4902383383296,390.0,387.0
426,426,178,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,413.0
427,427,178,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,253.0
427,427,178,Medium,199,76,201.93421052631578,83.7780139060069,34.37818271430197,369.4902383383296,390.0,388.0
427,427,178,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,414.0
428,428,178,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,254.0
428,428,178,Medium,200,76,201.93421052631578,83.7780139060069,34.37818271430197,369.4902383383296,390.0,389.0
428,428,178,High,93,18,250.77777777777777,68.81223861353834,113.15330055070109,388.40225500485445,363.0,415.0
429,429,180,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,255.0
429,429,180,Medium,200,76,201.93421052631578,83.7780139060069,34.37818271430197,369.4902383383296,390.0,390.0
429,429,180,High,94,20,245.5,68.72638350352567,108.04723299294866,382.9527670070513,363.0,416.0
430,430,181,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,256.0
430,430,181,Medium,201,77,201.25974025974025,83.43519429653216,34.389351666675935,368.13012885280455,390.0,391.0
430,430,181,High,94,20,245.5,68.72638350352567,108.04723299294866,382.9527670070513,363.0,417.0
431,431,182,Low,135,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,257.0
431,431,182,Medium,202,78,201.39743589743588,82.90055687992893,35.59632213757803,367.1985496572937,390.0,392.0
431,431,182,High,94,20,245.5,68.72638350352567,108.04723299294866,382.9527670070513,363.0,418.0
432,432,184,Low,136,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,258.0
432,432,184,Medium,202,79,202.54430379746836,82.9957980815208,36.55270763442675,368.53589996050994,390.0,393.0
432,432,184,High,94,21,251.76190476190476,72.87379828299385,106.01430819591707,397.50950132789245,377.0,419.0
433,433,186,Low,136,84,184.97619047619048,47.21853224870843,90.53912597877363,279.4132549736073,344.0,259.0
433,433,186,Medium,202,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,394.0
433,433,186,High,95,22,257.0,75.24183233636282,106.51633532727436,407.48366467272564,377.0,420.0
434,434,187,Low,136,85,185.71764705882353,47.43180863711858,90.85402978458637,280.5812643330607,344.0,260.0
434,434,187,Medium,203,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,395.0
434,434,187,High,95,22,257.0,75.24183233636282,106.51633532727436,407.48366467272564,377.0,421.0
435,435,187,Low,136,85,185.71764705882353,47.43180863711858,90.85402978458637,280.5812643330607,344.0,261.0
435,435,187,Medium,203,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,396.0
435,435,187,High,96,22,257.0,75.24183233636282,106.51633532727436,407.48366467272564,377.0,422.0
436,436,189,Low,136,86,186.6046511627907,47.86409167872949,90.87646780533173,282.33283452024966,344.0,229.0
436,436,189,Medium,204,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,397.0
436,436,189,High,96,23,261.8695652173913,77.13229741390973,107.60497038957186,416.13416004521076,377.0,423.0
437,437,190,Low,136,87,186.2528735632184,47.69798844932283,90.85689666457274,281.6488504618641,344.0,230.0
437,437,190,Medium,204,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,398.0
437,437,190,High,97,23,261.8695652173913,77.13229741390973,107.60497038957186,416.13416004521076,377.0,424.0
438,438,190,Low,136,87,186.2528735632184,47.69798844932283,90.85689666457274,281.6488504618641,344.0,231.0
438,438,190,Medium,205,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,399.0
438,438,190,High,97,23,261.8695652173913,77.13229741390973,107.60497038957186,416.13416004521076,377.0,425.0
439,439,191,Low,136,87,186.2528735632184,47.69798844932283,90.85689666457274,281.6488504618641,344.0,232.0
439,439,191,Medium,205,80,201.8,82.73710079584168,36.32579840831664,367.2742015916834,390.0,400.0
439,439,191,High,98,24,264.0833333333333,76.21246997513035,111.65839338307262,416.508273283594,377.0,426.0
440,440,192,Low,136,87,186.2528735632184,47.69798844932283,90.85689666457274,281.6488504618641,344.0,233.0
440,440,192,Medium,206,81,202.58024691358025,82.51770479683903,37.5448373199022,367.61565650725834,390.0,401.0
440,440,192,High,98,24,264.0833333333333,76.21246997513035,111.65839338307262,416.508273283594,377.0,427.0
441,441,193,Low,137,87,186.2528735632184,47.69798844932283,90.85689666457274,281.6488504618641,344.0,234.0
441,441,193,Medium,206,82,204.53658536585365,83.89840933790637,36.73976669004091,372.3334040416664,390.0,402.0
441,441,193,High,98,24,264.0833333333333,76.21246997513035,111.65839338307262,416.508273283594,377.0,428.0
442,442,195,Low,138,88,186.3409090909091,47.430260083388205,91.48038892413268,281.2014292576855,344.0,235.0
442,442,195,Medium,206,82,204.53658536585365,83.89840933790637,36.73976669004091,372.3334040416664,390.0,403.0
442,442,195,High,98,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,429.0
443,443,196,Low,138,88,186.3409090909091,47.430260083388205,91.48038892413268,281.2014292576855,344.0,236.0
443,443,196,Medium,206,83,205.3734939759036,83.73312874745801,37.90723648098759,372.83975147081964,390.0,404.0
443,443,196,High,99,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,430.0
444,444,196,Low,138,88,186.3409090909091,47.430260083388205,91.48038892413268,281.2014292576855,344.0,237.0
444,444,196,Medium,207,83,205.3734939759036,83.73312874745801,37.90723648098759,372.83975147081964,390.0,405.0
444,444,196,High,99,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,431.0
445,445,196,Low,138,88,186.3409090909091,47.430260083388205,91.48038892413268,281.2014292576855,344.0,238.0
445,445,196,Medium,208,83,205.3734939759036,83.73312874745801,37.90723648098759,372.83975147081964,390.0,406.0
445,445,196,High,99,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,432.0
446,446,199,Low,139,90,186.2888888888889,47.61485096542282,91.05918695804326,281.5185908197345,344.0,211.0
446,446,199,Medium,208,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,407.0
446,446,199,High,99,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,433.0
447,447,200,Low,139,91,185.4945054945055,47.95214596666455,89.59021356117638,281.3987974278346,344.0,212.0
447,447,200,Medium,209,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,408.0
447,447,200,High,99,25,264.96,74.73647034748163,115.48705930503672,414.43294069496324,377.0,434.0
448,448,201,Low,139,91,185.4945054945055,47.95214596666455,89.59021356117638,281.3987974278346,344.0,213.0
448,448,201,Medium,209,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,409.0
448,448,201,High,100,26,266.34615384615387,73.56680898758206,119.21253587098974,413.47977182131797,377.0,435.0
449,449,201,Low,140,91,185.4945054945055,47.95214596666455,89.59021356117638,281.3987974278346,344.0,214.0
449,449,201,Medium,209,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,410.0
449,449,201,High,100,26,266.34615384615387,73.56680898758206,119.21253587098974,413.47977182131797,377.0,436.0
450,450,202,Low,140,91,185.4945054945055,47.95214596666455,89.59021356117638,281.3987974278346,344.0,215.0
450,450,202,Medium,210,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,411.0
450,450,202,High,100,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,437.0
451,451,203,Low,140,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,216.0
451,451,203,Medium,210,84,206.47619047619048,83.8385534270145,38.799083622161476,374.1532973302195,390.0,412.0
451,451,203,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,438.0
452,452,204,Low,140,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,217.0
452,452,204,Medium,211,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,413.0
452,452,204,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,439.0
453,453,204,Low,140,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,218.0
453,453,204,Medium,212,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,414.0
453,453,204,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,440.0
454,454,204,Low,141,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,219.0
454,454,204,Medium,212,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,415.0
454,454,204,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,441.0
455,455,204,Low,141,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,220.0
455,455,204,Medium,213,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,416.0
455,455,204,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,442.0
456,456,204,Low,141,92,184.90217391304347,48.025190226807744,88.85179345942798,280.95255436665894,344.0,221.0
456,456,204,Medium,214,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,417.0
456,456,204,High,101,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,443.0
457,457,205,Low,141,93,185.03225806451613,47.77994203795218,89.47237398861176,280.5921421404205,344.0,222.0
457,457,205,Medium,214,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,418.0
457,457,205,High,102,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,444.0
458,458,205,Low,142,93,185.03225806451613,47.77994203795218,89.47237398861176,280.5921421404205,344.0,223.0
458,458,205,Medium,214,85,206.36470588235295,83.34435837433229,39.675989133688375,373.0534226310175,390.0,419.0
458,458,205,High,102,27,258.0740740740741,83.97294707497076,90.12817992413255,426.0199682240156,377.0,445.0
459,459,207,Low,142,93,185.03225806451613,47.77994203795218,89.47237398861176,280.5921421404205,344.0,224.0
459,459,207,Medium,215,86,206.09302325581396,82.89094577774381,40.31113170032634,371.87491481130155,390.0,420.0
459,459,207,High,102,28,254.25,84.85134059047034,84.54731881905931,423.95268118094066,377.0,446.0
460,460,212,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,225.0
460,460,212,Medium,215,87,206.71264367816093,82.6100264264908,41.49259082517932,371.93269653114254,390.0,421.0
460,460,212,High,103,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,447.0
461,461,212,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,226.0
461,461,212,Medium,216,87,206.71264367816093,82.6100264264908,41.49259082517932,371.93269653114254,390.0,422.0
461,461,212,High,103,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,448.0
462,462,213,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,227.0
462,462,213,Medium,217,88,206.23863636363637,82.25416096356628,41.73031443650382,370.74695829076893,390.0,423.0
462,462,213,High,103,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,449.0
463,463,213,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,228.0
463,463,213,Medium,218,88,206.23863636363637,82.25416096356628,41.73031443650382,370.74695829076893,390.0,424.0
463,463,213,High,103,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,450.0
464,464,214,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,229.0
464,464,214,Medium,219,89,206.32584269662922,81.78961026495455,42.74662216672013,369.90506322653835,390.0,425.0
464,464,214,High,103,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,451.0
465,465,214,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,230.0
465,465,214,Medium,219,89,206.32584269662922,81.78961026495455,42.74662216672013,369.90506322653835,390.0,426.0
465,465,214,High,104,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,452.0
466,466,215,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,231.0
466,466,215,Medium,220,90,208.42222222222222,83.72520297367913,40.971816274863954,375.8726281695805,395.0,427.0
466,466,215,High,104,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,453.0
467,467,215,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,232.0
467,467,215,Medium,221,90,208.42222222222222,83.72520297367913,40.971816274863954,375.8726281695805,395.0,428.0
467,467,215,High,104,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,454.0
468,468,216,Low,142,95,184.83157894736843,47.365858211122365,90.0998625251237,279.5632953696132,344.0,233.0
468,468,216,Medium,222,91,210.84615384615384,86.40999467357452,38.02616449900481,383.6661431933029,429.0,411.0
468,468,216,High,104,30,263.23333333333335,89.4071212674546,84.41909079842415,442.0475758682426,431.0,455.0
469,469,219,Low,142,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,234.0
469,469,219,Medium,223,92,210.7173913043478,85.94277754936796,38.83183620561189,382.6029464030837,429.0,412.0
469,469,219,High,104,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,456.0
470,470,219,Low,143,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,235.0
470,470,219,Medium,223,92,210.7173913043478,85.94277754936796,38.83183620561189,382.6029464030837,429.0,413.0
470,470,219,High,104,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,457.0
471,471,219,Low,144,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,236.0
471,471,219,Medium,223,92,210.7173913043478,85.94277754936796,38.83183620561189,382.6029464030837,429.0,414.0
471,471,219,High,104,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,458.0
472,472,219,Low,144,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,237.0
472,472,219,Medium,223,92,210.7173913043478,85.94277754936796,38.83183620561189,382.6029464030837,429.0,415.0
472,472,219,High,105,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,459.0
473,473,220,Low,144,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,238.0
473,473,220,Medium,224,93,211.89247311827958,86.22234432049241,39.44778447729476,384.3371617592644,429.0,416.0
473,473,220,High,105,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,460.0
474,474,220,Low,145,96,184.88541666666666,47.11885750372286,90.64770165922094,279.12313167411236,344.0,239.0
474,474,220,Medium,224,93,211.89247311827958,86.22234432049241,39.44778447729476,384.3371617592644,429.0,417.0
474,474,220,High,105,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,461.0
475,475,221,Low,145,97,184.90721649484536,46.873296074414526,91.1606243460163,278.65380864367444,344.0,240.0
475,475,221,Medium,224,93,211.89247311827958,86.22234432049241,39.44778447729476,384.3371617592644,429.0,418.0
475,475,221,High,106,31,267.5483870967742,91.12842173170688,85.29154363336045,449.80523056018797,431.0,462.0
476,476,222,Low,145,97,184.90721649484536,46.873296074414526,91.1606243460163,278.65380864367444,344.0,241.0
476,476,222,Medium,224,94,212.30851063829786,85.85233967612925,40.603831286039366,384.0131899905564,429.0,419.0
